match_id,seat_id,zone_id,member_id,release_timestamp,released
1,17162,D,108762,2025-09-17 08:18:17,1
1,16284,D,108044,2025-09-17 09:43:46,1
1,591,A,112415,2025-09-17 10:54:24,1
1,8060,B,104378,2025-09-17 11:21:16,1
1,15647,D,104846,2025-09-17 11:35:05,1
1,4725,A,119124,2025-09-17 14:51:56,1
1,18354,D,100593,2025-09-17 15:17:24,1
1,5188,B,110789,2025-09-17 17:30:11,1
1,16318,D,114582,2025-09-17 21:45:25,1
1,1051,A,116809,2025-09-18 00:00:18,1
1,10456,C,101088,2025-09-18 04:10:18,1
1,19133,D,117047,2025-09-18 04:34:58,1
1,10186,C,105548,2025-09-18 04:59:45,1
1,19663,D,101622,2025-09-18 06:46:54,1
1,16496,D,115454,2025-09-18 07:21:05,1
1,17700,D,116562,2025-09-18 11:24:36,1
1,8089,B,118082,2025-09-18 12:02:45,1
1,15809,D,104897,2025-09-18 13:41:08,1
1,17967,D,104800,2025-09-18 13:53:29,1
1,19291,D,105263,2025-09-18 14:18:43,1
1,11999,C,102261,2025-09-18 14:43:25,1
1,11318,C,108522,2025-09-18 17:40:55,1
1,176,A,106537,2025-09-18 18:02:01,1
1,608,A,116746,2025-09-18 18:09:20,1
1,17784,D,104796,2025-09-18 19:21:19,1
1,13113,C,100060,2025-09-18 19:58:27,1
1,12132,C,104526,2025-09-18 20:26:27,1
1,16698,D,105775,2025-09-18 22:09:48,1
1,19986,D,117108,2025-09-18 22:36:05,1
1,13820,C,101901,2025-09-18 22:38:34,1
1,10111,C,105744,2025-09-18 22:59:22,1
1,11275,C,107642,2025-09-18 23:14:09,1
1,17126,D,112157,2025-09-18 23:14:36,1
1,12337,C,114476,2025-09-18 23:34:39,1
1,11798,C,108221,2025-09-19 00:45:54,1
1,19460,D,112394,2025-09-19 01:30:48,1
1,20,A,109375,2025-09-19 03:47:23,1
1,14959,C,104441,2025-09-19 09:50:23,1
1,11966,C,110954,2025-09-19 10:09:52,1
1,10141,C,115811,2025-09-19 10:17:58,1
1,17362,D,112103,2025-09-19 10:57:23,1
1,6462,B,114835,2025-09-19 11:41:14,1
1,8433,B,113837,2025-09-19 13:07:40,1
1,12781,C,101560,2025-09-19 13:25:13,1
1,14833,C,107277,2025-09-19 13:34:43,1
1,16391,D,111768,2025-09-19 13:57:48,1
1,16981,D,109805,2025-09-19 15:36:38,1
1,12344,C,101366,2025-09-19 18:47:41,1
1,1250,A,104066,2025-09-19 18:49:36,1
1,2004,A,104659,2025-09-19 19:49:41,1
1,7319,B,108673,2025-09-19 21:58:02,1
1,18519,D,105574,2025-09-19 22:55:43,1
1,4236,A,105017,2025-09-19 23:46:36,1
1,18198,D,117075,2025-09-20 03:01:23,1
1,12523,C,111401,2025-09-20 04:15:51,1
1,6555,B,103967,2025-09-20 04:40:03,1
1,13452,C,102435,2025-09-20 06:03:47,1
1,5814,B,109253,2025-09-20 06:45:53,1
1,18806,D,118045,2025-09-20 07:48:34,1
1,11789,C,113278,2025-09-20 09:09:29,1
1,19923,D,100558,2025-09-20 09:28:35,1
1,17100,D,106191,2025-09-20 11:31:44,1
1,13857,C,111857,2025-09-20 12:34:50,1
1,10219,C,110031,2025-09-20 14:45:48,1
1,3988,A,115909,2025-09-20 14:58:28,1
1,15744,D,101076,2025-09-20 15:40:24,1
1,17627,D,104696,2025-09-20 18:39:54,1
1,16801,D,102807,2025-09-20 18:58:08,1
1,7230,B,115180,2025-09-20 19:40:26,1
1,9742,B,112852,2025-09-20 21:05:03,1
1,4962,A,100839,2025-09-21 00:40:15,1
1,11760,C,107592,2025-09-21 03:35:23,1
1,7396,B,103886,2025-09-21 03:50:09,1
1,11351,C,118049,2025-09-21 05:10:37,1
1,12640,C,103592,2025-09-21 05:19:44,1
1,2119,A,100652,2025-09-21 06:07:30,1
1,18127,D,115519,2025-09-21 08:49:34,1
1,16669,D,102585,2025-09-21 11:08:04,1
1,18868,D,115197,2025-09-21 14:00:03,1
1,4502,A,118556,2025-09-21 16:01:02,1
1,7162,B,101028,2025-09-21 17:54:57,1
1,11487,C,118638,2025-09-21 19:35:41,1
1,2619,A,116715,2025-09-21 21:06:34,1
1,19264,D,115870,2025-09-21 23:16:05,1
1,15092,D,116850,2025-09-21 23:34:07,1
1,8013,B,114693,2025-09-22 01:22:04,1
1,13978,C,106494,2025-09-22 03:31:50,1
1,8928,B,116513,2025-09-22 05:56:32,1
1,13648,C,116422,2025-09-22 05:58:18,1
1,5027,B,104996,2025-09-22 06:47:59,1
1,10832,C,119583,2025-09-22 09:03:49,1
1,16310,D,105631,2025-09-22 10:31:59,1
1,17105,D,115308,2025-09-22 13:16:20,1
1,15696,D,105571,2025-09-22 15:49:33,1
1,13130,C,106776,2025-09-22 17:26:32,1
1,18952,D,114086,2025-09-22 20:33:46,1
1,13596,C,105083,2025-09-22 20:45:49,1
1,813,A,117863,2025-09-22 22:48:38,1
1,9358,B,103919,2025-09-22 23:01:12,1
1,3451,A,116582,2025-09-22 23:23:21,1
1,4664,A,114383,2025-09-23 01:12:53,1
1,14751,C,110791,2025-09-23 01:15:54,1
1,10906,C,104111,2025-09-23 04:42:23,1
1,9477,B,100956,2025-09-23 04:47:54,1
1,4278,A,119825,2025-09-23 05:30:55,1
1,10665,C,118797,2025-09-23 07:12:02,1
1,12158,C,102117,2025-09-23 07:25:38,1
1,1980,A,112238,2025-09-23 07:38:04,1
1,7709,B,103539,2025-09-23 07:49:16,1
1,14950,C,104804,2025-09-23 07:53:09,1
1,17255,D,116095,2025-09-23 10:54:29,1
1,17439,D,115087,2025-09-23 11:07:41,1
1,13392,C,110893,2025-09-23 12:21:50,1
1,13635,C,118499,2025-09-23 12:21:57,1
1,6394,B,106070,2025-09-23 12:39:18,1
1,879,A,110399,2025-09-23 12:48:05,1
1,11529,C,118357,2025-09-23 12:49:16,1
1,13804,C,103397,2025-09-23 13:21:54,1
1,4895,A,102300,2025-09-23 13:29:46,1
1,17093,D,100961,2025-09-23 15:05:07,1
1,13233,C,112835,2025-09-23 15:25:47,1
1,950,A,116388,2025-09-23 16:37:32,1
1,13092,C,117256,2025-09-23 17:45:45,1
1,11153,C,115052,2025-09-23 17:52:06,1
1,17283,D,118306,2025-09-23 19:56:45,1
1,15415,D,110117,2025-09-23 21:06:54,1
1,11979,C,103870,2025-09-23 22:32:48,1
1,13190,C,117385,2025-09-23 23:26:31,1
1,9194,B,102862,2025-09-23 23:55:15,1
1,3765,A,116478,2025-09-24 00:26:03,1
1,4367,A,114959,2025-09-24 02:53:22,1
1,9033,B,113140,2025-09-24 03:19:56,1
1,16136,D,114257,2025-09-24 04:01:53,1
1,5564,B,113631,2025-09-24 04:06:56,1
1,6300,B,109603,2025-09-24 07:21:12,1
1,766,A,108279,2025-09-24 08:31:12,1
1,3682,A,104940,2025-09-24 09:34:22,1
1,12267,C,109936,2025-09-24 10:24:13,1
1,10933,C,100488,2025-09-24 12:44:33,1
1,3299,A,100134,2025-09-24 17:01:25,1
1,667,A,108121,2025-09-24 17:26:32,1
1,17042,D,113395,2025-09-24 18:57:46,1
1,14963,C,102064,2025-09-24 19:03:34,1
1,15361,D,108070,2025-09-24 19:09:40,1
1,11513,C,116057,2025-09-24 19:13:05,1
1,10322,C,112821,2025-09-24 20:34:53,1
1,9002,B,107825,2025-09-24 23:25:03,1
1,2783,A,110705,2025-09-24 23:35:08,1
1,6756,B,101204,2025-09-25 02:13:45,1
1,6843,B,114368,2025-09-25 02:25:30,1
1,11981,C,104785,2025-09-25 02:28:06,1
1,18965,D,100843,2025-09-25 03:11:50,1
1,8726,B,102962,2025-09-25 04:33:35,1
1,11507,C,112927,2025-09-25 04:51:57,1
1,10918,C,110528,2025-09-25 06:21:17,1
1,13558,C,101555,2025-09-25 07:21:16,1
1,12949,C,108301,2025-09-25 07:32:52,1
1,4834,A,105293,2025-09-25 08:34:40,1
1,16886,D,118339,2025-09-25 10:16:27,1
1,10585,C,107928,2025-09-25 10:52:06,1
1,17304,D,100429,2025-09-25 11:23:56,1
1,819,A,119150,2025-09-25 11:33:39,1
1,17960,D,113225,2025-09-25 15:08:35,1
1,13919,C,101981,2025-09-25 15:12:57,1
1,5321,B,119279,2025-09-25 16:41:59,1
1,19140,D,102484,2025-09-25 16:52:40,1
1,12459,C,105559,2025-09-25 19:03:07,1
1,10789,C,117633,2025-09-25 19:31:29,1
1,11099,C,103193,2025-09-25 19:50:36,1
1,4202,A,111743,2025-09-25 20:24:07,1
1,1259,A,108964,2025-09-25 20:57:14,1
1,10636,C,115089,2025-09-25 21:12:23,1
1,13054,C,117058,2025-09-25 22:21:17,1
1,2461,A,110961,2025-09-25 22:35:00,1
1,6710,B,119920,2025-09-25 22:56:28,1
1,12387,C,107835,2025-09-25 23:01:53,1
1,12527,C,104412,2025-09-26 00:09:50,1
1,3351,A,112807,2025-09-26 02:27:32,1
1,318,A,103328,2025-09-26 03:26:52,1
1,9613,B,106631,2025-09-26 04:27:02,1
1,11045,C,100802,2025-09-26 05:00:18,1
1,3363,A,101071,2025-09-26 07:23:51,1
1,14281,C,112016,2025-09-26 08:02:15,1
1,15427,D,111999,2025-09-26 08:06:40,1
1,11881,C,100809,2025-09-26 08:12:41,1
1,14062,C,113046,2025-09-26 08:13:47,1
1,2249,A,113639,2025-09-26 09:36:29,1
1,2029,A,102370,2025-09-26 10:20:31,1
1,11224,C,102375,2025-09-26 10:20:41,1
1,17315,D,111761,2025-09-26 10:21:00,1
1,15257,D,109629,2025-09-26 10:47:58,1
1,19008,D,109410,2025-09-26 11:40:30,1
1,16608,D,116952,2025-09-26 13:15:48,1
1,18162,D,104865,2025-09-26 14:35:05,1
1,7730,B,109094,2025-09-26 14:50:17,1
1,10870,C,113271,2025-09-26 17:09:56,1
1,2649,A,113621,2025-09-26 18:27:16,1
1,14369,C,116893,2025-09-26 19:04:45,1
1,2812,A,112647,2025-09-26 19:42:27,1
1,11420,C,119666,2025-09-26 20:06:01,1
1,294,A,112963,2025-09-26 23:05:30,1
1,986,A,106383,2025-09-26 23:14:57,1
1,298,A,111038,2025-09-26 23:17:02,1
1,1540,A,105670,2025-09-26 23:30:22,1
1,2109,A,118873,2025-09-27 01:52:55,1
1,2932,A,112158,2025-09-27 04:36:18,1
1,5124,B,116939,2025-09-27 05:49:58,1
1,7068,B,109393,2025-09-27 07:13:45,1
1,811,A,119673,2025-09-27 07:43:28,1
1,10913,C,107252,2025-09-27 07:55:22,1
1,17275,D,104060,2025-09-27 10:00:29,1
1,1355,A,106499,2025-09-27 10:15:54,1
1,14889,C,116522,2025-09-27 10:16:25,1
1,10055,C,100431,2025-09-27 10:32:46,1
1,15949,D,115464,2025-09-27 11:24:44,1
1,9029,B,115461,2025-09-27 12:02:12,1
1,7058,B,104845,2025-09-27 14:18:13,1
1,11414,C,100261,2025-09-27 14:26:29,1
1,14812,C,119877,2025-09-27 14:30:45,1
1,16034,D,109821,2025-09-27 15:48:01,1
1,9115,B,107670,2025-09-27 16:19:44,1
1,13370,C,103652,2025-09-27 16:52:04,1
1,3224,A,118584,2025-09-27 16:58:22,1
1,15674,D,119575,2025-09-27 17:09:07,1
1,10988,C,110403,2025-09-27 18:27:36,1
1,17286,D,113228,2025-09-27 19:24:38,1
1,2989,A,102107,2025-09-27 20:25:18,1
1,12456,C,105252,2025-09-27 22:23:39,1
1,9718,B,109872,2025-09-27 23:37:03,1
1,10360,C,103076,2025-09-27 23:48:12,1
1,14546,C,102488,2025-09-28 00:51:07,1
1,16804,D,111823,2025-09-28 01:03:26,1
1,11503,C,100066,2025-09-28 02:18:53,1
1,6333,B,116541,2025-09-28 02:28:29,1
1,19613,D,116708,2025-09-28 02:34:19,1
1,16949,D,115446,2025-09-28 04:11:48,1
1,7080,B,113314,2025-09-28 04:22:12,1
1,8833,B,104787,2025-09-28 05:59:27,1
1,3871,A,102276,2025-09-28 06:59:46,1
1,4097,A,119024,2025-09-28 07:39:17,1
1,5352,B,105415,2025-09-28 07:40:43,1
1,17317,D,108271,2025-09-28 08:00:40,1
1,2640,A,115839,2025-09-28 08:44:33,1
1,18553,D,112700,2025-09-28 09:18:45,1
1,5519,B,116775,2025-09-28 10:55:01,1
1,13993,C,111315,2025-09-28 10:58:58,1
1,12494,C,116490,2025-09-28 11:11:23,1
1,12574,C,112639,2025-09-28 11:15:27,1
1,7622,B,118438,2025-09-28 12:47:13,1
1,12899,C,106445,2025-09-28 13:16:59,1
1,19526,D,114923,2025-09-28 14:55:35,1
1,10279,C,109363,2025-09-28 16:32:26,1
1,9836,B,101201,2025-09-28 17:34:47,1
1,14754,C,113418,2025-09-28 17:43:17,1
1,15832,D,109942,2025-09-28 17:50:50,1
1,7646,B,110578,2025-09-28 18:01:13,1
1,6568,B,107699,2025-09-28 18:18:25,1
1,14465,C,101690,2025-09-28 19:40:32,1
1,568,A,105954,2025-09-28 20:35:57,1
1,140,A,118566,2025-09-28 21:00:19,1
1,10773,C,111331,2025-09-28 21:10:57,1
1,79,A,119532,2025-09-28 21:43:37,1
1,11905,C,107576,2025-09-28 21:45:30,1
1,15845,D,109065,2025-09-28 22:07:04,1
1,19060,D,115244,2025-09-28 23:17:45,1
1,19823,D,105110,2025-09-28 23:26:22,1
1,11921,C,100847,2025-09-28 23:29:00,1
1,14370,C,102159,2025-09-29 00:04:38,1
1,17411,D,112783,2025-09-29 00:06:11,1
1,6722,B,111544,2025-09-29 00:27:29,1
1,16932,D,112564,2025-09-29 01:19:31,1
1,13623,C,119220,2025-09-29 02:05:22,1
1,3826,A,100707,2025-09-29 03:14:59,1
1,2992,A,112049,2025-09-29 04:04:04,1
1,10960,C,104853,2025-09-29 04:16:03,1
1,6472,B,105213,2025-09-29 04:40:40,1
1,10174,C,110964,2025-09-29 05:48:56,1
1,16383,D,119154,2025-09-29 05:50:51,1
1,15754,D,119482,2025-09-29 07:19:30,1
1,16416,D,118783,2025-09-29 07:36:41,1
1,3502,A,101944,2025-09-29 09:21:21,1
1,6675,B,106444,2025-09-29 09:56:48,1
1,5101,B,105840,2025-09-29 10:01:08,1
1,5741,B,104446,2025-09-29 10:25:48,1
1,10859,C,111284,2025-09-29 10:30:15,1
1,8975,B,117500,2025-09-29 10:38:51,1
1,1843,A,115566,2025-09-29 11:15:53,1
1,2099,A,107063,2025-09-29 12:06:22,1
1,3566,A,104886,2025-09-29 12:07:23,1
1,15122,D,119724,2025-09-29 12:36:43,1
1,10932,C,115479,2025-09-29 13:20:11,1
1,11717,C,108553,2025-09-29 13:25:56,1
1,6252,B,114504,2025-09-29 13:54:43,1
1,13041,C,107675,2025-09-29 15:01:30,1
1,15871,D,119308,2025-09-29 15:16:20,1
1,17032,D,110515,2025-09-29 16:12:44,1
1,18517,D,106481,2025-09-29 16:26:29,1
1,12960,C,111107,2025-09-29 16:48:00,1
1,6201,B,102150,2025-09-29 17:57:26,1
1,5926,B,100325,2025-09-29 18:45:50,1
1,18432,D,119615,2025-09-29 19:04:47,1
1,2696,A,113610,2025-09-29 19:20:34,1
1,1436,A,116093,2025-09-29 19:26:49,1
1,12532,C,106686,2025-09-29 19:36:07,1
1,18650,D,107051,2025-09-29 20:32:08,1
1,8740,B,108688,2025-09-29 21:18:54,1
1,18551,D,117854,2025-09-29 21:31:16,1
1,4869,A,117157,2025-09-29 21:41:48,1
1,420,A,106506,2025-09-29 22:00:27,1
1,12244,C,103880,2025-09-29 22:04:32,1
1,12499,C,109457,2025-09-29 23:05:52,1
1,17764,D,106669,2025-09-30 00:00:08,1
1,19039,D,111771,2025-09-30 00:10:34,1
1,8374,B,110476,2025-09-30 00:19:49,1
1,10974,C,103477,2025-09-30 00:20:47,1
1,2795,A,101312,2025-09-30 00:29:17,1
1,9367,B,105135,2025-09-30 00:30:06,1
1,13609,C,110181,2025-09-30 00:56:26,1
1,17484,D,105278,2025-09-30 01:39:04,1
1,15065,D,119056,2025-09-30 01:54:02,1
1,11823,C,107103,2025-09-30 02:01:17,1
1,16486,D,104582,2025-09-30 02:11:33,1
1,17243,D,112897,2025-09-30 02:42:44,1
1,8093,B,108481,2025-09-30 03:23:21,1
1,13513,C,104548,2025-09-30 03:27:02,1
1,6178,B,115189,2025-09-30 04:32:47,1
1,12429,C,109765,2025-09-30 04:41:45,1
1,5938,B,106138,2025-09-30 05:48:27,1
1,4804,A,118513,2025-09-30 06:49:34,1
1,8812,B,113526,2025-09-30 06:57:23,1
1,7175,B,119567,2025-09-30 07:14:50,1
1,13168,C,115385,2025-09-30 07:55:35,1
1,14346,C,113838,2025-09-30 07:59:35,1
1,5440,B,113886,2025-09-30 08:22:25,1
1,3817,A,110195,2025-09-30 08:59:59,1
1,16877,D,118590,2025-09-30 09:05:27,1
1,3511,A,102727,2025-09-30 09:07:10,1
1,1399,A,103334,2025-09-30 09:09:38,1
1,5194,B,106823,2025-09-30 09:45:47,1
1,13679,C,102481,2025-09-30 09:51:38,1
1,13443,C,100590,2025-09-30 09:57:01,1
1,5181,B,116622,2025-09-30 10:01:48,1
1,13562,C,105287,2025-09-30 10:02:41,1
1,6362,B,117057,2025-09-30 10:47:50,1
1,17284,D,107556,2025-09-30 11:04:12,1
1,1707,A,105634,2025-09-30 11:08:03,1
1,18206,D,110977,2025-09-30 12:04:51,1
1,12400,C,110319,2025-09-30 12:29:44,1
1,14634,C,114487,2025-09-30 12:57:14,1
1,19002,D,103605,2025-09-30 13:23:08,1
1,11244,C,108452,2025-09-30 14:36:05,1
1,12983,C,116712,2025-09-30 14:54:48,1
1,19186,D,105605,2025-09-30 14:56:21,1
1,17814,D,111436,2025-09-30 16:29:33,1
1,11307,C,100640,2025-09-30 16:30:10,1
1,18796,D,115723,2025-09-30 16:33:13,1
1,16025,D,107507,2025-09-30 16:41:48,1
1,1138,A,117015,2025-09-30 18:24:00,1
1,15293,D,108126,2025-09-30 18:38:48,1
1,15700,D,108985,2025-09-30 20:17:48,1
1,11392,C,117769,2025-09-30 20:19:47,1
1,10860,C,105550,2025-09-30 20:33:13,1
1,11322,C,116334,2025-09-30 22:12:22,1
1,5140,B,113164,2025-09-30 23:14:18,1
1,9978,B,101100,2025-09-30 23:21:40,1
1,8122,B,101520,2025-10-01 00:44:24,1
1,14569,C,111601,2025-10-01 01:05:09,1
1,14400,C,103398,2025-10-01 01:09:45,1
1,229,A,101155,2025-10-01 02:12:39,1
1,18869,D,111874,2025-10-01 02:26:54,1
1,478,A,115478,2025-10-01 02:55:28,1
1,14994,C,119292,2025-10-01 03:53:47,1
1,18177,D,107136,2025-10-01 03:59:01,1
1,12627,C,108584,2025-10-01 04:07:02,1
1,11089,C,105790,2025-10-01 04:59:35,1
1,2817,A,113656,2025-10-01 06:23:43,1
1,112,A,111640,2025-10-01 06:39:28,1
1,4062,A,115700,2025-10-01 06:40:38,1
1,12404,C,117233,2025-10-01 07:02:21,1
1,2298,A,106778,2025-10-01 07:56:17,1
1,5750,B,113442,2025-10-01 10:43:11,1
1,1663,A,102482,2025-10-01 11:29:29,1
1,19845,D,104170,2025-10-01 11:42:39,1
1,16081,D,101829,2025-10-01 12:11:27,1
1,18287,D,117788,2025-10-01 12:45:03,1
1,3021,A,113581,2025-10-01 14:24:40,1
1,12874,C,117899,2025-10-01 15:17:55,1
1,2668,A,111996,2025-10-01 16:14:17,1
1,6370,B,113907,2025-10-01 16:37:58,1
1,7905,B,105596,2025-10-01 18:21:09,1
1,6274,B,109637,2025-10-01 20:20:59,1
1,13442,C,106161,2025-10-01 21:08:31,1
1,5764,B,111489,2025-10-01 21:26:34,1
1,1585,A,100753,2025-10-01 22:26:55,1
1,11624,C,114149,2025-10-01 23:13:52,1
1,11377,C,112001,2025-10-01 23:34:14,1
1,11180,C,107839,2025-10-02 00:01:26,1
1,5003,B,119816,2025-10-02 01:13:24,1
1,18273,D,102414,2025-10-02 01:50:04,1
1,14960,C,111386,2025-10-02 02:20:59,1
1,8969,B,117097,2025-10-02 02:21:58,1
1,10567,C,113038,2025-10-02 04:06:17,1
1,17730,D,101589,2025-10-02 04:09:40,1
1,18485,D,110690,2025-10-02 06:35:28,1
1,15301,D,105606,2025-10-02 07:18:03,1
1,6356,B,102385,2025-10-02 07:25:02,1
1,18121,D,117208,2025-10-02 07:37:06,1
1,4831,A,109219,2025-10-02 07:52:06,1
1,12352,C,100187,2025-10-02 08:02:43,1
1,6563,B,110505,2025-10-02 08:15:26,1
1,17878,D,106050,2025-10-02 08:23:15,1
1,15595,D,116322,2025-10-02 09:11:07,1
1,13097,C,105172,2025-10-02 09:20:03,1
1,10037,C,115545,2025-10-02 09:51:10,1
1,4945,A,103800,2025-10-02 10:46:09,1
1,5006,B,111371,2025-10-02 10:48:12,1
1,19127,D,116475,2025-10-02 11:01:28,1
1,812,A,119142,2025-10-02 11:13:42,1
1,7966,B,111849,2025-10-02 11:30:47,1
1,6919,B,114512,2025-10-02 12:39:15,1
1,3838,A,112373,2025-10-02 12:40:44,1
1,13022,C,112850,2025-10-02 13:41:56,1
1,14985,C,101370,2025-10-02 14:52:00,1
1,7432,B,111451,2025-10-02 15:49:11,1
1,8462,B,103809,2025-10-02 15:50:51,1
1,7346,B,101651,2025-10-02 16:39:19,1
1,5726,B,117147,2025-10-02 16:41:48,1
1,15222,D,115786,2025-10-02 16:52:31,1
1,6502,B,116636,2025-10-02 16:56:45,1
1,14207,C,113500,2025-10-02 17:58:40,1
1,10453,C,111150,2025-10-02 18:01:23,1
1,19177,D,118827,2025-10-02 18:42:37,1
1,4766,A,100811,2025-10-02 19:20:39,1
1,1470,A,119751,2025-10-02 19:29:38,1
1,13013,C,110816,2025-10-02 20:26:36,1
1,13665,C,118349,2025-10-02 20:52:56,1
1,8984,B,105190,2025-10-02 21:41:22,1
1,7589,B,108535,2025-10-02 22:55:19,1
1,10256,C,100380,2025-10-03 00:06:06,1
1,11741,C,101898,2025-10-03 00:07:23,1
1,14150,C,117275,2025-10-03 00:56:15,1
1,2934,A,109671,2025-10-03 01:57:18,1
1,18911,D,117531,2025-10-03 02:12:26,1
1,877,A,101801,2025-10-03 02:20:46,1
1,12927,C,114097,2025-10-03 03:15:33,1
1,15504,D,107159,2025-10-03 03:44:05,1
1,5884,B,104432,2025-10-03 04:07:41,1
1,14047,C,117338,2025-10-03 05:17:17,1
1,17175,D,105476,2025-10-03 05:22:59,1
1,1074,A,115714,2025-10-03 05:34:12,1
1,7353,B,118026,2025-10-03 05:42:42,1
1,13657,C,115359,2025-10-03 07:00:53,1
1,2319,A,105027,2025-10-03 07:33:53,1
1,5021,B,103569,2025-10-03 07:38:34,1
1,17371,D,111633,2025-10-03 08:13:19,1
